"","ds","dep_var","trend","season","holiday","facebook_s","googlesearch_s","intercept","depVarHat","solID","cluster","top_sol"
"76",2024-01-16,135,22.6629895549612,25.8150361251196,0,57.1715019978554,29.9936782458922,2.08216808176948,137.725374005598,"1_850_1",2,TRUE
"77",2024-01-17,145,22.9186074401431,26.125064381459,0,60.9304762349239,32.6273137426193,2.08216808176948,144.683629880915,"1_850_1",2,TRUE
"78",2024-01-18,155,23.1742253253251,26.4344550081722,0,65.0604042162063,35.5075779071004,2.08216808176948,152.258830538573,"1_850_1",2,TRUE
"79",2024-01-19,160,23.4298432103852,26.7404091943323,0,69.0350748949572,32.9301715654357,2.08216808176948,154.21766694688,"1_850_1",2,TRUE
"80",2024-01-20,130,23.6854610954453,27.0407426994686,0,54.9004199805857,30.0278967141511,2.08216808176948,137.73668857142,"1_850_1",2,TRUE
"81",2024-01-21,125,23.9410789805054,27.3339681828446,0,48.6891144171937,27.1042019541243,2.08216808176948,129.150531616438,"1_850_1",2,TRUE
"82",2024-01-22,150,24.1966968654498,27.6193223760339,0,59.8669521833848,35.2091394860421,2.08216808176948,148.97427899268,"1_850_1",2,TRUE
"83",2024-01-23,145,24.4523147503941,27.896743018006,0,59.3995491936934,32.9136202523733,2.08216808176948,146.744395296236,"1_850_1",2,TRUE
"84",2024-01-24,155,24.7079326353384,28.1668023903984,0,63.0652179582289,35.5230980361653,2.08216808176948,153.5452191019,"1_850_1",2,TRUE
"85",2024-01-25,165,24.9635505201518,28.4306057761841,0,67.0823447353723,38.3575748282186,2.08216808176948,160.916243941696,"1_850_1",2,TRUE
"86",2024-01-26,170,25.2191684049652,28.6896641747017,0,70.9396347679556,35.8220566312486,2.08216808176948,162.752692060641,"1_850_1",2,TRUE
"87",2024-01-27,140,25.4747862897786,28.9457511245047,0,57.1799904965067,32.9476414143724,2.08216808176948,146.630337406932,"1_850_1",2,TRUE
"88",2024-01-28,135,25.7304041747092,29.2007535162289,0,51.0882689027452,30.0288608167486,2.08216808176948,138.130455492201,"1_850_1",2,TRUE
"89",2024-01-29,160,25.9860220596398,29.4565258414789,0,62.0290527539996,38.0647578691417,2.08216808176948,157.618526606029,"1_850_1",2,TRUE
"90",2024-01-30,155,26.241639944611,29.7147564668097,0,61.5734399722886,35.8057241582466,2.08216808176948,155.417728623725,"1_850_1",2,TRUE
"91",2024-01-31,165,26.4972578295822,29.9768532965739,0,65.1429071327987,38.3727972734589,2.08216808176948,162.071983614183,"1_850_1",2,TRUE
"92",2024-02-01,175,26.7528757145534,30.2438546712247,0,69.0455714532451,41.1443956433495,2.08216808176948,169.268865564142,"1_850_1",2,TRUE
"93",2024-02-02,180,27.008493599556,30.5163696160563,0,72.7852591809563,38.6659194130721,2.08216808176948,171.05820989141,"1_850_1",2,TRUE
"94",2024-02-03,150,27.2641114845587,30.79454970137,0,59.4078379788425,35.8392947777244,2.08216808176948,155.387962024265,"1_850_1",2,TRUE
"95",2024-02-04,145,27.5197293695614,31.0780928841098,0,53.4451814804367,32.9485999118515,2.08216808176948,147.073771727729,"1_850_1",2,TRUE
"96",2024-02-05,170,27.775347254458,31.3662778707098,0,64.1347815597368,40.8588334483723,2.08216808176948,166.217408215046,"1_850_1",2,TRUE
"97",2024-02-06,165,28.0309651393546,31.6580258481273,0,63.6912922727034,38.6499107953944,2.08216808176948,164.112362137349,"1_850_1",2,TRUE
"98",2024-02-07,175,28.2865830242512,31.9519849572439,0,67.1624944537017,41.1592363293477,2.08216808176948,170.642466846314,"1_850_1",2,TRUE
"99",2024-02-08,185,28.5422009092698,32.2466316960486,0,70.9498110330957,43.8540188003987,2.08216808176948,177.674830520582,"1_850_1",2,TRUE
"100",2024-02-09,190,28.7978187942884,32.5403825846438,0,74.5722823950331,41.4449191317354,2.08216808176948,179.43757098747,"1_850_1",2,TRUE
"101",2024-02-10,160,29.0534366793071,32.8317089449423,0,61.5815209373918,38.6828151210567,2.08216808176948,164.231649764467,"1_850_1",2,TRUE
"102",2024-02-11,155,29.3090545641729,33.1192475560963,0,55.7556831307311,35.8402405413426,2.08216808176948,156.106393874112,"1_850_1",2,TRUE
"103",2024-02-12,180,29.5646724490388,33.4019002443617,0,66.1828657446299,43.5770217586135,2.08216808176948,174.808628278413,"1_850_1",2,TRUE
"104",2024-02-13,175,29.8202903339047,33.6789161410236,0,65.7517319564158,41.4293211208841,2.08216808176948,172.762427633998,"1_850_1",2,TRUE
"105",2024-02-14,185,30.0759082186743,33.9499513484786,0,69.1233500999557,43.8684104117554,2.08216808176948,179.099788160633,"1_850_1",2,TRUE
"106",2024-02-15,195,30.3315261034439,34.2151020545904,0,72.7951162405639,46.4754322268123,2.08216808176948,185.89934470718,"1_850_1",2,TRUE
"107",2024-02-16,200,30.5871439880743,34.4749086556817,0,76.3012819138429,44.1453731698194,2.08216808176948,187.590875809188,"1_850_1",2,TRUE
"108",2024-02-17,170,30.8427618727048,34.7303301187991,0,63.6991593241855,41.4613809413423,2.08216808176948,172.815800338801,"1_850_1",2,TRUE
"109",2024-02-18,165,31.0983797573352,34.9826895513947,0,58.0163042031051,38.6837420783771,2.08216808176948,164.863283671982,"1_850_1",2,TRUE
"110",2024-02-19,190,31.353997641976,35.2335936630002,1.50986471728639,68.1724767741787,46.2080088049274,2.08216808176948,184.560109683138,"1_850_1",2,TRUE
"111",2024-02-20,185,31.6096155266167,35.4848304135397,0,67.7538401854795,44.1302549500443,2.08216808176948,181.06070915745,"1_850_1",2,TRUE
"112",2024-02-21,195,31.8652334112574,35.7382505624411,0,71.0252147334361,46.4893230920015,2.08216808176948,187.200189880906,"1_850_1",2,TRUE
"113",2024-02-22,205,32.1208512959566,35.9956399842113,0,74.5818227616275,49.0003924747596,2.08216808176948,193.780874598325,"1_850_1",2,TRUE
"114",2024-02-23,210,32.3764691806558,36.2585904339012,0,77.9730419455428,46.7565853110644,2.08216808176948,195.446854952934,"1_850_1",2,TRUE
"115",2024-02-24,180,32.632087065355,36.5283768772138,0,65.759380812878,44.1613281582528,2.08216808176948,181.163340995469,"1_850_1",2,TRUE
"116",2024-02-25,175,32.8877049501093,36.8058495082328,0,60.2242234640315,41.4622840774933,2.08216808176948,173.462230081636,"1_850_1",2,TRUE
"117",2024-02-26,200,33.1433228348635,37.0913481427728,0,70.1031802152428,48.7432769423936,2.08216808176948,191.163296217042,"1_850_1",2,TRUE
"118",2024-02-27,195,33.3989407196177,37.3846458019604,0,69.6971027116198,46.7419997216221,2.08216808176948,189.30485703659,"1_850_1",2,TRUE
"119",2024-02-28,205,33.6545586043868,37.6849270040127,0,72.868153318633,49.0137451085224,2.08216808176948,195.303552117325,"1_850_1",2,TRUE
"120",2024-02-29,215,33.9101764891559,37.9908046088985,0,76.3105093174294,51.4231350320873,2.08216808176948,201.716793529341,"1_850_1",2,TRUE
"121",2024-01-01,120,20.0993768118751,23.7855950822072,0.22860257462042,38.2827605968066,16.3311162141378,13.2805286712119,112.007979950859,"1_922_1",8,FALSE
"122",2024-01-02,115,20.3722450608461,24.1657546722027,0,38.3008228275449,21.651541087514,13.2805286712119,117.77089231932,"1_922_1",8,FALSE
"123",2024-01-03,125,20.6451133098172,24.4728088714536,0,46.2513845931839,17.3959562103573,13.2805286712119,122.045791656024,"1_922_1",8,FALSE
"124",2024-01-04,135,20.9179815587883,24.7292823943645,0,51.828573126436,24.1178132405417,13.2805286712119,134.874178991342,"1_922_1",8,FALSE
"125",2024-01-05,140,21.1908498076165,24.9545184254405,0,57.2519462936025,22.2842871628878,13.2805286712119,138.962130360759,"1_922_1",8,FALSE
"126",2024-01-06,110,21.4637180564447,25.1645504747011,0,36.3169810156657,19.7719802660593,13.2805286712119,115.997758484083,"1_922_1",8,FALSE
"127",2024-01-07,105,21.736586305273,25.372105065474,0,30.5273658349514,17.2494963255426,13.2805286712119,108.166082202453,"1_922_1",8,FALSE
"128",2024-01-08,130,22.0094545540489,25.5867210026148,0,45.9811101978114,24.105641220023,13.2805286712119,130.96345564571,"1_922_1",8,FALSE
"129",2024-01-09,125,22.2823228028248,25.8149681600322,0,43.8491982237705,22.2833110176276,13.2805286712119,127.510328875467,"1_922_1",8,FALSE
"130",2024-01-10,135,22.5551910516008,26.0607467222313,0,49.0984136543648,24.5149582885039,13.2805286712119,135.509838387913,"1_922_1",8,FALSE
"131",2024-01-11,145,22.8280593002357,26.3256466462425,0,54.5551192559606,27.0583205623863,13.2805286712119,144.047674436037,"1_922_1",8,FALSE
"132",2024-01-12,150,23.1009275488705,26.6093467523114,0,59.9161803110681,24.8986362003225,13.2805286712119,147.805619483784,"1_922_1",8,FALSE
"133",2024-01-13,120,23.3737957973953,26.9100332824371,0,39.0252337048701,22.3469550850532,13.2805286712119,124.936546540968,"1_922_1",8,FALSE
"134",2024-01-14,115,23.6466640459202,27.2248189056423,0,33.141980412867,19.7769532630591,13.2805286712119,117.0709452987,"1_922_1",8,FALSE
"135",2024-01-15,140,23.919532294445,27.5501449227261,1.17029481181703,48.7338841486159,26.681104529801,13.2805286712119,141.335489378617,"1_922_1",8,FALSE
"136",2024-01-16,135,24.1924005428837,27.8821517174874,0,46.6027803662165,24.8681113118417,13.2805286712119,136.825972609641,"1_922_1",8,FALSE
"137",2024-01-17,145,24.4652687913223,28.217005205124,0,51.8402802979099,27.0863639978729,13.2805286712119,144.889446963441,"1_922_1",8,FALSE
"138",2024-01-18,155,24.738137039761,28.5511700055208,0,57.2523317164421,29.5898241785232,13.2805286712119,153.411991611459,"1_922_1",8,FALSE
"139",2024-01-19,160,25.0110052880696,28.8816231955055,0,62.5410439086967,27.4656327913892,13.2805286712119,157.179833854873,"1_922_1",8,FALSE
"140",2024-01-20,130,25.2838735363783,29.2060056335338,0,41.7589629373473,24.9316742584375,13.2805286712119,134.461045036909,"1_922_1",8,FALSE
"141",2024-01-21,125,25.5567417846869,29.5227108814094,0,35.8058794011028,22.3496093173935,13.2805286712119,126.515470055805,"1_922_1",8,FALSE
"142",2024-01-22,150,25.8296100328719,29.8309145526792,0,51.4775996459991,29.2200699543304,13.2805286712119,149.638722857093,"1_922_1",8,FALSE
"143",2024-01-23,145,26.102478281057,30.1305494008173,0,49.3542807824271,27.4354803651664,13.2805286712119,146.30331750068,"1_922_1",8,FALSE
"144",2024-01-24,155,26.375346529242,30.4222335323939,0,54.5635929205786,29.6172922572142,13.2805286712119,154.258993910641,"1_922_1",8,FALSE
"145",2024-01-25,165,26.6482147772872,30.7071607349132,0,59.9164577872564,32.0583990215459,13.2805286712119,162.610760992215,"1_922_1",8,FALSE
"146",2024-01-26,170,26.9210830253325,30.9869629996146,0,65.121192660182,29.9885030399516,13.2805286712119,166.298270396293,"1_922_1",8,FALSE
"147",2024-01-27,140,27.1939512733778,31.2635558795419,0,44.5077680412894,27.4982635239124,13.2805286712119,143.744067389333,"1_922_1",8,FALSE
"148",2024-01-28,135,27.4668195215481,31.5389773563865,0,38.5080771435862,24.9343247593708,13.2805286712119,135.728727452103,"1_922_1",8,FALSE
"149",2024-01-29,160,27.7396877697185,31.8152304184853,0,54.2038273924415,31.6991774797307,13.2805286712119,158.738451731588,"1_922_1",8,FALSE
"150",2024-01-30,155,28.0125560179322,32.0941386268131,0,52.0947613915041,29.9590099885738,13.2805286712119,155.440994696035,"1_922_1",8,FALSE
"151",2024-01-31,165,28.2854242661459,32.377222622386,0,57.2607123730714,32.0850670606821,13.2805286712119,163.288954993497,"1_922_1",8,FALSE
"152",2024-02-01,175,28.5582925143596,32.6656038898268,0,62.5413169678654,34.445769180795,13.2805286712119,171.491511224059,"1_922_1",8,FALSE
"153",2024-02-02,180,28.831160762607,32.9599402215774,0,67.6518949917405,32.4452300651651,13.2805286712119,175.168754712302,"1_922_1",8,FALSE
"154",2024-02-03,150,29.1040290108543,33.2603953247935,0,47.2616989384415,30.0204165759655,13.2805286712119,152.927068521267,"1_922_1",8,FALSE
"155",2024-02-04,145,29.3768972591016,33.5666429705955,0,41.2377753960043,27.5008811580913,13.2805286712119,144.962725455005,"1_922_1",8,FALSE
"156",2024-02-05,170,29.6497655072357,33.8779041084896,0,56.9048335922666,34.0994973163485,13.2805286712119,167.812529195552,"1_922_1",8,FALSE
"157",2024-02-06,165,29.9226337553698,34.1930135404578,0,54.8159466084697,32.4166307395045,13.2805286712119,164.628753315014,"1_922_1",8,FALSE
"158",2024-02-07,175,30.1955020035038,34.5105111584894,0,59.9247249739656,34.4714610565354,13.2805286712119,172.382727863706,"1_922_1",8,FALSE
"159",2024-02-08,185,30.4683702517682,34.8287514675325,0,65.1214607688033,36.7379839300066,13.2805286712119,180.437095089322,"1_922_1",8,FALSE
"160",2024-02-09,190,30.7412385000325,35.1460241919735,0,70.1291117251328,34.8182425104768,13.2805286712119,184.115145598827,"1_922_1",8,FALSE
"161",2024-02-10,160,31.0141067482969,35.4606782462144,0,50.0113519284438,32.4761734417642,13.2805286712119,162.242839035931,"1_922_1",8,FALSE
"162",2024-02-11,155,31.2869749963982,35.7712412507352,0,43.9844956588102,30.022976513572,13.2805286712119,154.346217090728,"1_922_1",8,FALSE
"163",2024-02-12,180,31.5598432444995,36.0765270965258,0,59.5736074753007,36.4064574156112,13.2805286712119,176.896963903149,"1_922_1",8,FALSE
"164",2024-02-13,175,31.8327114926007,36.3757247897403,0,57.5102640123396,34.7907191735498,13.2805286712119,173.789948139442,"1_922_1",8,FALSE
"165",2024-02-14,185,32.1055797405993,36.6684628954866,0,62.5494525222715,36.7625694869328,13.2805286712119,181.366593316502,"1_922_1",8,FALSE
"166",2024-02-15,195,32.3784479885978,36.9548453037845,0,67.6521576903502,38.9250953853488,13.2805286712119,189.191075039293,"1_922_1",8,FALSE
"167",2024-02-16,200,32.6513162364477,37.2354556827017,0,72.5494638413112,37.0942541249648,13.2805286712119,192.811018556637,"1_922_1",8,FALSE
"168",2024-02-17,170,32.9241844842977,37.511329787701,0,52.7479428026335,34.8480191196432,13.2805286712119,171.312004865487,"1_922_1",8,FALSE
"169",2024-02-18,165,33.1970527321477,37.7838966728631,0,46.738193834727,32.4786554194065,13.2805286712119,163.478327330356,"1_922_1",8,FALSE
"170",2024-02-19,190,33.4699209800086,38.0548917035273,0.974777867910726,62.2038732426914,38.6095456638177,13.2805286712119,186.593538129168,"1_922_1",8,FALSE
"171",2024-02-20,185,33.7427892278696,38.3262460088864,0,60.1708682033579,37.0679400897419,13.2805286712119,182.588372201068,"1_922_1",8,FALSE
"172",2024-02-21,195,34.0156574757305,38.5999585462499,0,65.1294487981014,38.9484860755985,13.2805286712119,189.974079566892,"1_922_1",8,FALSE
"173",2024-02-22,205,34.2885257236539,38.8779581924053,0,70.1293686253168,41.000710425448,13.2805286712119,197.577091638036,"1_922_1",8,FALSE
"174",2024-02-23,210,34.5613939715772,39.1619641607449,0,74.910194430452,39.2639166502294,13.2805286712119,201.177997884215,"1_922_1",8,FALSE
"175",2024-02-24,180,34.8342622195006,39.4533535086933,0,55.4633611849912,37.1227202877552,13.2805286712119,180.154225872152,"1_922_1",8,FALSE
"176",2024-02-25,175,35.1071304674827,39.7530445088541,0,49.489356138155,34.8504073940618,13.2805286712119,172.480467179765,"1_922_1",8,FALSE
"177",2024-02-26,200,35.3799987154648,40.0614041874847,0,64.7900882483687,40.7018760883492,13.2805286712119,194.213895910879,"1_922_1",8,FALSE
"178",2024-02-27,195,35.6528669634469,40.3781873905845,0,62.7916494773439,39.2389011892672,13.2805286712119,191.342133691854,"1_922_1",8,FALSE
"179",2024-02-28,205,35.9257352114449,40.7025133374068,0,67.6599845083322,41.022853939831,13.2805286712119,198.591615668227,"1_922_1",8,FALSE
"180",2024-02-29,215,36.1986034594429,41.0328838139412,0,72.5497146219886,42.9614797310268,13.2805286712119,206.023210297611,"1_922_1",8,FALSE
"181",2024-01-01,120,20.5700206593438,24.4615767995163,0.141391648716155,39.2011293898886,15.0618281929393,14.2624145808981,113.698361271302,"1_952_1",8,FALSE
"182",2024-01-02,115,20.8492783483333,24.852540446825,0,37.0492559151918,20.1637001361322,14.2624145808981,117.17718942738,"1_952_1",8,FALSE
"183",2024-01-03,125,21.1285360373228,25.1683210632286,0,45.5008883473137,16.0790725640094,14.2624145808981,122.139232592773,"1_952_1",8,FALSE
"184",2024-01-04,135,21.4077937263123,25.43208351088,0,51.2518909368004,22.5423004419596,14.2624145808981,134.896483196851,"1_952_1",8,FALSE
"185",2024-01-05,140,21.6870514151557,25.6637207036071,0,56.9162909682343,20.7732639589821,14.2624145808981,139.302741626877,"1_952_1",8,FALSE
